LocationType,Location,TimeFrame,DataFormat,Data
County,Crosby,2020,Percent,0.198
County,Crosby,2021,Number,1173
County,Crosby,2021,Percent,0.232
County,Crosby,2022,Number,1084
County,Crosby,2022,Percent,0.22
County,Culberson,2007,Percent,0.243
County,Culberson,2006,Percent,0.283
County,Culberson,2008,Percent,0.237
County,Culberson,2009,Percent,0.229
County,Culberson,2010,Percent,0.262
County,Culberson,2011,Percent,0.26
County,Culberson,2012,Percent,0.23243
County,Culberson,2013,Percent,0.247
County,Culberson,2015,Percent,0.239
County,Culberson,2014,Percent,0.247
County,Culberson,2016,Percent,0.236
County,Culberson,1989,Percent,0.298
County,Culberson,1993,Percent,0.313
County,Culberson,1995,Percent,0.321
County,Culberson,1997,Percent,0.326
County,Culberson,1998,Percent,0.303
County,Culberson,1999,Percent,0.251
County,Culberson,2000,Percent,0.278
County,Culberson,2001,Percent,0.258
County,Culberson,2002,Percent,0.237
County,Culberson,2003,Percent,0.231
County,Culberson,2004,Percent,0.22
County,Culberson,2005,Percent,0.262
County,Culberson,2017,Percent,0.221
County,Culberson,2018,Percent,0.203
County,Culberson,2019,Percent,0.197
County,Culberson,2019,Number,424
County,Culberson,2018,Number,444
County,Culberson,2017,Number,489
County,Culberson,2016,Number,516
County,Culberson,2014,Number,556
County,Culberson,2015,Number,532
County,Culberson,2013,Number,559
County,Culberson,2012,Number,529
County,Culberson,2011,Number,616
County,Culberson,2010,Number,625
County,Culberson,2009,Number,525
County,Culberson,2008,Number,575
County,Culberson,2007,Number,601
County,Culberson,2006,Number,712
County,Culberson,1989,Number,1016
County,Culberson,1993,Number,1037
County,Culberson,1995,Number,1040
County,Culberson,1997,Number,994
County,Culberson,1998,Number,929
County,Culberson,1999,Number,743
County,Culberson,2000,Number,796
County,Culberson,2001,Number,728
County,Culberson,2002,Number,655
County,Culberson,2003,Number,632
County,Culberson,2004,Number,578
County,Culberson,2005,Number,684
County,Culberson,2020,Number,397
County,Culberson,2020,Percent,0.186
County,Culberson,2021,Number,427
County,Culberson,2021,Percent,0.196
County,Culberson,2022,Number,432
County,Culberson,2022,Percent,0.201
County,Dallam,1989,Number,981
County,Dallam,1993,Number,1098
County,Dallam,1995,Number,1127
County,Dallam,1997,Number,1078
County,Dallam,1998,Number,1133
County,Dallam,1999,Number,873
County,Dallam,2000,Number,989
County,Dallam,2001,Number,964
County,Dallam,2002,Number,850
County,Dallam,2003,Number,883
County,Dallam,2004,Number,863
County,Dallam,2005,Number,1001
County,Dallam,2006,Number,953
County,Dallam,2007,Number,802
County,Dallam,2008,Number,840
County,Dallam,2009,Number,904
County,Dallam,2010,Number,1008
County,Dallam,2011,Number,956
County,Dallam,2012,Number,958
County,Dallam,2013,Number,988
County,Dallam,2015,Number,847
County,Dallam,2014,Number,877
County,Dallam,2016,Number,793
County,Dallam,2017,Number,826
County,Dallam,2018,Number,867
County,Dallam,2019,Number,821
County,Dallam,2019,Percent,0.114
County,Dallam,2018,Percent,0.121
County,Dallam,2017,Percent,0.115
County,Dallam,1989,Percent,0.181
County,Dallam,1993,Percent,0.183
County,Dallam,1995,Percent,0.178
County,Dallam,1997,Percent,0.163
County,Dallam,1998,Percent,0.169
County,Dallam,1999,Percent,0.141
County,Dallam,2000,Percent,0.16
County,Dallam,2001,Percent,0.158
County,Dallam,2002,Percent,0.14
County,Dallam,2003,Percent,0.144
County,Dallam,2004,Percent,0.14
County,Dallam,2005,Percent,0.164
County,Dallam,2016,Percent,0.113
County,Dallam,2014,Percent,0.124
County,Dallam,2015,Percent,0.12
County,Dallam,2013,Percent,0.141
County,Dallam,2012,Percent,0.13792
County,Dallam,2011,Percent,0.14
County,Dallam,2010,Percent,0.151
County,Dallam,2009,Percent,0.145
County,Dallam,2008,Percent,0.136
County,Dallam,2006,Percent,0.156
County,Dallam,2007,Percent,0.132
County,Dallam,2020,Number,798
County,Dallam,2020,Percent,0.111
County,Dallam,2021,Number,747
County,Dallam,2021,Percent,0.105
County,Dallam,2022,Number,801
County,Dallam,2022,Percent,0.111
County,Dallas,2007,Percent,0.169
County,Dallas,2006,Percent,0.165
County,Dallas,2008,Percent,0.173
County,Dallas,2009,Percent,0.187
County,Dallas,2010,Percent,0.19
County,Dallas,2011,Percent,0.2
County,Dallas,2012,Percent,0.1929
County,Dallas,2013,Percent,0.195
County,Dallas,2015,Percent,0.179
County,Dallas,2014,Percent,0.193
County,Dallas,2016,Percent,0.163
County,Dallas,1989,Percent,0.135
County,Dallas,1993,Percent,0.183
County,Dallas,1995,Percent,0.145
County,Dallas,1997,Percent,0.135
County,Dallas,1998,Percent,0.126
County,Dallas,1999,Percent,0.134
County,Dallas,2000,Percent,0.12
County,Dallas,2001,Percent,0.132
County,Dallas,2002,Percent,0.148
County,Dallas,2003,Percent,0.169
County,Dallas,2004,Percent,0.17
County,Dallas,2005,Percent,0.169
County,Dallas,2017,Percent,0.148
County,Dallas,2018,Percent,0.142
County,Dallas,2019,Percent,0.14
County,Dallas,2019,Number,363567
County,Dallas,2018,Number,368310
County,Dallas,2017,Number,382477
County,Dallas,2016,Number,413956
County,Dallas,2014,Number,480160
County,Dallas,2015,Number,451795
County,Dallas,2013,Number,477557
County,Dallas,2012,Number,466855
County,Dallas,2011,Number,475446
County,Dallas,2010,Number,446466
County,Dallas,2009,Number,450082
County,Dallas,2008,Number,409612
County,Dallas,2007,Number,393765
County,Dallas,2006,Number,380261
County,Dallas,1989,Number,245395
County,Dallas,1993,Number,358873
County,Dallas,1995,Number,289617
County,Dallas,1997,Number,276124
County,Dallas,1998,Number,261566
County,Dallas,1999,Number,293267
County,Dallas,2000,Number,268946
County,Dallas,2001,Number,294323
County,Dallas,2002,Number,333128
County,Dallas,2003,Number,381531
County,Dallas,2004,Number,385990
County,Dallas,2005,Number,381322
County,Dallas,2020,Number,357084
County,Dallas,2020,Percent,0.137
County,Dallas,2021,Number,368709
County,Dallas,2021,Percent,0.144
County,Dallas,2022,Number,364132
County,Dallas,2022,Percent,0.142
County,Dawson,1989,Number,4343
County,Dawson,1993,Number,4024
County,Dawson,1995,Number,4135
County,Dawson,1997,Number,3582
County,Dawson,1998,Number,3485
County,Dawson,1999,Number,2494
County,Dawson,2000,Number,3242
County,Dawson,2001,Number,3244
County,Dawson,2002,Number,3145
County,Dawson,2003,Number,2713
County,Dawson,2004,Number,2710
County,Dawson,2005,Number,3069
County,Dawson,2006,Number,2797
County,Dawson,2007,Number,2951
County,Dawson,2008,Number,2484
County,Dawson,2009,Number,2683
County,Dawson,2010,Number,3008
County,Dawson,2011,Number,2699
County,Dawson,2012,Number,2543
County,Dawson,2013,Number,2751
County,Dawson,2015,Number,2560
County,Dawson,2014,Number,2357
County,Dawson,2016,Number,2508
County,Dawson,2017,Number,2475
County,Dawson,2018,Number,2575
County,Dawson,2019,Number,2338
County,Dawson,2019,Percent,0.206
County,Dawson,2018,Percent,0.229
County,Dawson,2017,Percent,0.217
County,Dawson,1989,Percent,0.305
County,Dawson,1993,Percent,0.281
County,Dawson,1995,Percent,0.297
County,Dawson,1997,Percent,0.267
County,Dawson,1998,Percent,0.263
County,Dawson,1999,Percent,0.197
County,Dawson,2000,Percent,0.257
County,Dawson,2001,Percent,0.265
County,Dawson,2002,Percent,0.259
County,Dawson,2003,Percent,0.225
County,Dawson,2004,Percent,0.226
County,Dawson,2005,Percent,0.257
County,Dawson,2016,Percent,0.214
County,Dawson,2014,Percent,0.202
County,Dawson,2015,Percent,0.219
County,Dawson,2013,Percent,0.238
County,Dawson,2012,Percent,0.22307
County,Dawson,2011,Percent,0.233
County,Dawson,2010,Percent,0.257
County,Dawson,2009,Percent,0.236
County,Dawson,2008,Percent,0.217
County,Dawson,2006,Percent,0.236
County,Dawson,2007,Percent,0.255
County,Dawson,2020,Number,2126
County,Dawson,2020,Percent,0.187
County,Dawson,2021,Number,2330
County,Dawson,2021,Percent,0.213
County,Dawson,2022,Number,2339
County,Dawson,2022,Percent,0.222
County,Deaf Smith,2007,Percent,0.208
County,Deaf Smith,2006,Percent,0.197
County,Deaf Smith,2008,Percent,0.193
County,Deaf Smith,2009,Percent,0.193
County,Deaf Smith,2010,Percent,0.206
County,Deaf Smith,2011,Percent,0.221
County,Deaf Smith,2012,Percent,0.17693
County,Deaf Smith,2013,Percent,0.215
County,Deaf Smith,2015,Percent,0.194
County,Deaf Smith,2014,Percent,0.192
County,Deaf Smith,2016,Percent,0.171
County,Deaf Smith,1989,Percent,0.277
County,Deaf Smith,1993,Percent,0.257
County,Deaf Smith,1995,Percent,0.253
County,Deaf Smith,1997,Percent,0.242
County,Deaf Smith,1998,Percent,0.237
County,Deaf Smith,1999,Percent,0.206
County,Deaf Smith,2000,Percent,0.212
County,Deaf Smith,2001,Percent,0.205
County,Deaf Smith,2002,Percent,0.188
County,Deaf Smith,2003,Percent,0.177
County,Deaf Smith,2004,Percent,0.165
County,Deaf Smith,2005,Percent,0.216
County,Deaf Smith,2017,Percent,0.177
County,Deaf Smith,2018,Percent,0.175
County,Deaf Smith,2019,Percent,0.17
County,Deaf Smith,2019,Number,3104
County,Deaf Smith,2018,Number,3232
County,Deaf Smith,2017,Number,3286
County,Deaf Smith,2016,Number,3177
County,Deaf Smith,2014,Number,3631
County,Deaf Smith,2015,Number,3614
County,Deaf Smith,2013,Number,4066
County,Deaf Smith,2012,Number,3372
County,Deaf Smith,2011,Number,4265
County,Deaf Smith,2010,Number,3950
County,Deaf Smith,2009,Number,3488
County,Deaf Smith,2008,Number,3513
County,Deaf Smith,2007,Number,3770
County,Deaf Smith,2006,Number,3614
County,Deaf Smith,1989,Number,5217
County,Deaf Smith,1993,Number,4976
County,Deaf Smith,1995,Number,4930
County,Deaf Smith,1997,Number,4615
County,Deaf Smith,1998,Number,4463
County,Deaf Smith,1999,Number,3749
County,Deaf Smith,2000,Number,3828
County,Deaf Smith,2001,Number,3712
County,Deaf Smith,2002,Number,3420
County,Deaf Smith,2003,Number,3236
County,Deaf Smith,2004,Number,3026
County,Deaf Smith,2005,Number,3935
County,Deaf Smith,2020,Number,2791
County,Deaf Smith,2020,Percent,0.155
County,Deaf Smith,2021,Number,3134
County,Deaf Smith,2021,Percent,0.173
County,Deaf Smith,2022,Number,3071
County,Deaf Smith,2022,Percent,0.169
County,Delta,1989,Number,1043
County,Delta,1993,Number,1000
County,Delta,1995,Number,1006
County,Delta,1997,Number,1001
County,Delta,1998,Number,949
County,Delta,1999,Number,911
County,Delta,2000,Number,967
County,Delta,2001,Number,1027
County,Delta,2002,Number,978
County,Delta,2003,Number,868
County,Delta,2004,Number,856
County,Delta,2005,Number,840
County,Delta,2006,Number,1006
County,Delta,2007,Number,929
County,Delta,2008,Number,1035
County,Delta,2009,Number,998
County,Delta,2010,Number,915
County,Delta,2011,Number,1112
County,Delta,2012,Number,995
County,Delta,2013,Number,990
County,Delta,2015,Number,951
County,Delta,2014,Number,1029
County,Delta,2016,Number,953
County,Delta,2017,Number,915
County,Delta,2018,Number,908
County,Delta,2019,Number,844
County,Delta,2019,Percent,0.16
County,Delta,2018,Percent,0.172
County,Delta,2017,Percent,0.175
County,Delta,1989,Percent,0.223
County,Delta,1993,Percent,0.214
County,Delta,1995,Percent,0.21
County,Delta,1997,Percent,0.208
County,Delta,1998,Percent,0.196
County,Delta,1999,Percent,0.176
County,Delta,2000,Percent,0.184
County,Delta,2001,Percent,0.195
County,Delta,2002,Percent,0.183
County,Delta,2003,Percent,0.161
County,Delta,2004,Percent,0.159
County,Delta,2005,Percent,0.157
County,Delta,2016,Percent,0.185
County,Delta,2014,Percent,0.2
County,Delta,2015,Percent,0.185
County,Delta,2013,Percent,0.192
County,Delta,2012,Percent,0.1897
County,Delta,2011,Percent,0.217
County,Delta,2010,Percent,0.177
County,Delta,2009,Percent,0.188
County,Delta,2008,Percent,0.194
County,Delta,2006,Percent,0.185
County,Delta,2007,Percent,0.177
County,Delta,2020,Number,753
County,Delta,2020,Percent,0.143
County,Delta,2021,Number,847
County,Delta,2021,Percent,0.158
County,Delta,2022,Number,888
County,Delta,2022,Percent,0.166
County,Denton,2007,Percent,0.071
County,Denton,2006,Percent,0.081
County,Denton,2008,Percent,0.065
County,Denton,2009,Percent,0.087
County,Denton,2010,Percent,0.081
County,Denton,2011,Percent,0.094
County,Denton,2012,Percent,0.08831
County,Denton,2013,Percent,0.089
County,Denton,2015,Percent,0.08
County,Denton,2014,Percent,0.087
County,Denton,2016,Percent,0.082
County,Denton,1989,Percent,0.082
County,Denton,1993,Percent,0.084
County,Denton,1995,Percent,0.068
County,Denton,1997,Percent,0.061
County,Denton,1998,Percent,0.054
County,Denton,1999,Percent,0.066
County,Denton,2000,Percent,0.057
County,Denton,2001,Percent,0.065
County,Denton,2002,Percent,0.07
County,Denton,2003,Percent,0.083
County,Denton,2004,Percent,0.08
County,Denton,2005,Percent,0.073
County,Denton,2017,Percent,0.071
County,Denton,2018,Percent,0.073
County,Denton,2019,Percent,0.065
County,Denton,2019,Number,56476
County,Denton,2018,Number,62151
County,Denton,2017,Number,58411
County,Denton,2016,Number,65057
County,Denton,2014,Number,64947
County,Denton,2015,Number,61186
County,Denton,2013,Number,64055
County,Denton,2012,Number,61520
County,Denton,2011,Number,63240
County,Denton,2010,Number,53457
County,Denton,2009,Number,56409
County,Denton,2008,Number,40919
County,Denton,2007,Number,42748
County,Denton,2006,Number,46388
County,Denton,1989,Number,21861
County,Denton,1993,Number,26890
County,Denton,1995,Number,23525
County,Denton,1997,Number,23463
County,Denton,1998,Number,21929
County,Denton,1999,Number,28039
County,Denton,2000,Number,25955
County,Denton,2001,Number,31018
County,Denton,2002,Number,35249
County,Denton,2003,Number,43538
County,Denton,2004,Number,43532
County,Denton,2005,Number,39496
County,Denton,2020,Number,62596
County,Denton,2020,Percent,0.069
County,Denton,2021,Number,68494
County,Denton,2021,Percent,0.074
County,Denton,2022,Number,75587
County,Denton,2022,Percent,0.078
County,DeWitt,1989,Number,4655
County,DeWitt,1993,Number,4265
County,DeWitt,1995,Number,4334
County,DeWitt,1997,Number,3890
County,DeWitt,1998,Number,3654
County,DeWitt,1999,Number,3565
County,DeWitt,2000,Number,3629
County,DeWitt,2001,Number,3518
County,DeWitt,2002,Number,3570
County,DeWitt,2003,Number,3531
County,DeWitt,2004,Number,3637
County,DeWitt,2005,Number,3641
County,DeWitt,2006,Number,3855
County,DeWitt,2007,Number,3480
County,DeWitt,2008,Number,3433
County,DeWitt,2009,Number,3462
County,DeWitt,2010,Number,3885
County,DeWitt,2011,Number,3336
County,DeWitt,2012,Number,3613
County,DeWitt,2013,Number,3438
County,DeWitt,2015,Number,3630
County,DeWitt,2014,Number,3391
County,DeWitt,2016,Number,3462
County,DeWitt,2017,Number,3445
County,DeWitt,2018,Number,3370
County,DeWitt,2019,Number,3135
County,DeWitt,2019,Percent,0.171
County,DeWitt,2018,Percent,0.184
County,DeWitt,2017,Percent,0.188
County,DeWitt,1989,Percent,0.253
County,DeWitt,1993,Percent,0.235
County,DeWitt,1995,Percent,0.238
County,DeWitt,1997,Percent,0.215
County,DeWitt,1998,Percent,0.205
County,DeWitt,1999,Percent,0.196
County,DeWitt,2000,Percent,0.198
County,DeWitt,2001,Percent,0.193
County,DeWitt,2002,Percent,0.194
County,DeWitt,2003,Percent,0.19
County,DeWitt,2004,Percent,0.194
County,DeWitt,2005,Percent,0.195
County,DeWitt,2016,Percent,0.182
County,DeWitt,2014,Percent,0.18
County,DeWitt,2015,Percent,0.192
County,DeWitt,2013,Percent,0.185
County,DeWitt,2012,Percent,0.19408
County,DeWitt,2011,Percent,0.181
County,DeWitt,2010,Percent,0.213
County,DeWitt,2009,Percent,0.193
County,DeWitt,2008,Percent,0.193
County,DeWitt,2006,Percent,0.21
County,DeWitt,2007,Percent,0.194
County,DeWitt,2020,Number,3761
County,DeWitt,2020,Percent,0.205
County,DeWitt,2021,Number,3108
County,DeWitt,2021,Percent,0.171
County,DeWitt,2022,Number,3599
County,DeWitt,2022,Percent,0.198
County,Dickens,2007,Percent,0.238
County,Dickens,2006,Percent,0.23
County,Dickens,2008,Percent,0.268
County,Dickens,2009,Percent,0.254
County,Dickens,2010,Percent,0.214
County,Dickens,2011,Percent,0.238
County,Dickens,2012,Percent,0.24162
County,Dickens,2013,Percent,0.232
County,Dickens,2015,Percent,0.222
County,Dickens,2014,Percent,0.221
County,Dickens,2016,Percent,0.218
County,Dickens,1989,Percent,0.313
County,Dickens,1993,Percent,0.26
County,Dickens,1995,Percent,0.272
County,Dickens,1997,Percent,0.242
County,Dickens,1998,Percent,0.241
County,Dickens,1999,Percent,0.174
County,Dickens,2000,Percent,0.244
County,Dickens,2001,Percent,0.254
County,Dickens,2002,Percent,0.246
County,Dickens,2003,Percent,0.185
County,Dickens,2004,Percent,0.189
County,Dickens,2005,Percent,0.218
County,Dickens,2017,Percent,0.212
County,Dickens,2018,Percent,0.203
County,Dickens,2019,Percent,0.194
County,Dickens,2019,Number,366
County,Dickens,2018,Number,390
County,Dickens,2017,Number,400
County,Dickens,2016,Number,406
County,Dickens,2014,Number,418
County,Dickens,2015,Number,417
County,Dickens,2013,Number,456
County,Dickens,2012,Number,483
County,Dickens,2011,Number,494
County,Dickens,2010,Number,456
County,Dickens,2009,Number,489
County,Dickens,2008,Number,518
County,Dickens,2007,Number,473
County,Dickens,2006,Number,476
County,Dickens,1989,Number,791
County,Dickens,1993,Number,628
County,Dickens,1995,Number,627
County,Dickens,1997,Number,538
County,Dickens,1998,Number,523
County,Dickens,1999,Number,388
County,Dickens,2000,Number,529
County,Dickens,2001,Number,550
County,Dickens,2002,Number,539
County,Dickens,2003,Number,407
County,Dickens,2004,Number,403
County,Dickens,2005,Number,462
County,Dickens,2020,Number,344
County,Dickens,2020,Percent,0.189
County,Dickens,2021,Number,313
County,Dickens,2021,Percent,0.207
County,Dickens,2022,Number,279
County,Dickens,2022,Percent,0.162
County,Dimmit,1989,Number,5062
County,Dimmit,1993,Number,4376
County,Dimmit,1995,Number,4564
County,Dimmit,1997,Number,4219
County,Dimmit,1998,Number,4005
County,Dimmit,1999,Number,3369
County,Dimmit,2000,Number,3402
County,Dimmit,2001,Number,3282
County,Dimmit,2002,Number,3175
County,Dimmit,2003,Number,2861
County,Dimmit,2004,Number,2907
County,Dimmit,2005,Number,3263
County,Dimmit,2006,Number,3303
County,Dimmit,2007,Number,3185
County,Dimmit,2008,Number,3225
County,Dimmit,2009,Number,2952
County,Dimmit,2010,Number,3076
County,Dimmit,2011,Number,2681
County,Dimmit,2012,Number,2659
County,Dimmit,2013,Number,2908
County,Dimmit,2015,Number,2650
County,Dimmit,2014,Number,2739
County,Dimmit,2016,Number,2940
County,Dimmit,2017,Number,3217
County,Dimmit,2018,Number,2508
County,Dimmit,2019,Number,2537
County,Dimmit,2019,Percent,0.253
County,Dimmit,2018,Percent,0.246
County,Dimmit,2017,Percent,0.312
County,Dimmit,1989,Percent,0.489
County,Dimmit,1993,Percent,0.403
County,Dimmit,1995,Percent,0.434
County,Dimmit,1997,Percent,0.402
County,Dimmit,1998,Percent,0.385
County,Dimmit,1999,Percent,0.332
County,Dimmit,2000,Percent,0.34
County,Dimmit,2001,Percent,0.323
County,Dimmit,2002,Percent,0.309
County,Dimmit,2003,Percent,0.283
County,Dimmit,2004,Percent,0.282
County,Dimmit,2005,Percent,0.318
County,Dimmit,2016,Percent,0.276
County,Dimmit,2014,Percent,0.25
County,Dimmit,2015,Percent,0.244
County,Dimmit,2013,Percent,0.27
County,Dimmit,2012,Percent,0.25728
County,Dimmit,2011,Percent,0.268
County,Dimmit,2010,Percent,0.31
County,Dimmit,2009,Percent,0.306
County,Dimmit,2008,Percent,0.334
County,Dimmit,2006,Percent,0.322
County,Dimmit,2007,Percent,0.327
County,Dimmit,2020,Number,2501
County,Dimmit,2020,Percent,0.255
County,Dimmit,2021,Number,2162
County,Dimmit,2021,Percent,0.257
County,Dimmit,2022,Number,2057
County,Dimmit,2022,Percent,0.251
County,Donley,2007,Percent,0.166
County,Donley,2006,Percent,0.187
County,Donley,2008,Percent,0.174
County,Donley,2009,Percent,0.201
County,Donley,2010,Percent,0.17
County,Donley,2011,Percent,0.199
County,Donley,2012,Percent,0.1978
County,Donley,2013,Percent,0.197
County,Donley,2015,Percent,0.202
County,Donley,2014,Percent,0.194
County,Donley,2016,Percent,0.186
County,Donley,1989,Percent,0.213
County,Donley,1993,Percent,0.208
County,Donley,1995,Percent,0.215
County,Donley,1997,Percent,0.212
County,Donley,1998,Percent,0.203
County,Donley,1999,Percent,0.159
County,Donley,2000,Percent,0.195
County,Donley,2001,Percent,0.205
County,Donley,2002,Percent,0.19
County,Donley,2003,Percent,0.164
County,Donley,2004,Percent,0.165
County,Donley,2005,Percent,0.19
County,Donley,2017,Percent,0.199
County,Donley,2018,Percent,0.186
County,Donley,2019,Percent,0.164
County,Donley,2019,Number,500
County,Donley,2018,Number,574
County,Donley,2017,Number,621
County,Donley,2016,Number,593
County,Donley,2014,Number,629
County,Donley,2015,Number,651
County,Donley,2013,Number,645
County,Donley,2012,Number,664
County,Donley,2011,Number,679
County,Donley,2010,Number,583
County,Donley,2009,Number,675
County,Donley,2008,Number,616
County,Donley,2007,Number,596
County,Donley,2006,Number,662
County,Donley,1989,Number,750
County,Donley,1993,Number,754
County,Donley,1995,Number,794
County,Donley,1997,Number,779
County,Donley,1998,Number,746
County,Donley,1999,Number,576
County,Donley,2000,Number,711
County,Donley,2001,Number,752
County,Donley,2002,Number,701
County,Donley,2003,Number,603
County,Donley,2004,Number,596
County,Donley,2005,Number,680
County,Donley,2020,Number,502
County,Donley,2020,Percent,0.163
County,Donley,2021,Number,516
County,Donley,2021,Percent,0.169
County,Donley,2022,Number,537
County,Donley,2022,Percent,0.179
County,Duval,1989,Number,5021
County,Duval,1993,Number,4474
County,Duval,1995,Number,4647
County,Duval,1997,Number,4252
County,Duval,1998,Number,3913
County,Duval,1999,Number,3389
County,Duval,2000,Number,3391
County,Duval,2001,Number,3153
County,Duval,2002,Number,3124
County,Duval,2003,Number,3018
County,Duval,2004,Number,3008
County,Duval,2005,Number,3618
County,Duval,2006,Number,3486
County,Duval,2007,Number,3086
County,Duval,2008,Number,3000
County,Duval,2009,Number,2886
County,Duval,2010,Number,2994
County,Duval,2011,Number,3000
County,Duval,2012,Number,2786
County,Duval,2013,Number,2824
County,Duval,2015,Number,2748
County,Duval,2014,Number,2841
County,Duval,2016,Number,2857
County,Duval,2017,Number,3037
County,Duval,2018,Number,2684
County,Duval,2019,Number,2515
County,Duval,2019,Percent,0.239
County,Duval,2018,Percent,0.255
County,Duval,2017,Percent,0.286
County,Duval,1989,Percent,0.39
County,Duval,1993,Percent,0.343
County,Duval,1995,Percent,0.355
County,Duval,1997,Percent,0.319
County,Duval,1998,Percent,0.293
County,Duval,1999,Percent,0.272
County,Duval,2000,Percent,0.275
County,Duval,2001,Percent,0.258
County,Duval,2002,Percent,0.259
County,Duval,2003,Percent,0.252
County,Duval,2004,Percent,0.253
County,Duval,2005,Percent,0.306
County,Duval,2016,Percent,0.263
County,Duval,2014,Percent,0.26
County,Duval,2015,Percent,0.254
County,Duval,2013,Percent,0.256
County,Duval,2012,Percent,0.253
County,Duval,2011,Percent,0.271
County,Duval,2010,Percent,0.269
County,Duval,2009,Percent,0.255
County,Duval,2008,Percent,0.265
County,Duval,2006,Percent,0.297
County,Duval,2007,Percent,0.269
County,Duval,2020,Number,2087
County,Duval,2020,Percent,0.2
County,Duval,2021,Number,2776
County,Duval,2021,Percent,0.3
County,Duval,2022,Number,2426
County,Duval,2022,Percent,0.27
County,Eastland,2007,Percent,0.185
County,Eastland,2006,Percent,0.21
County,Eastland,2008,Percent,0.189
County,Eastland,2009,Percent,0.197
County,Eastland,2010,Percent,0.224
County,Eastland,2011,Percent,0.204
County,Eastland,2012,Percent,0.21408
County,Eastland,2013,Percent,0.173
County,Eastland,2015,Percent,0.181
County,Eastland,2014,Percent,0.199
County,Eastland,2016,Percent,0.2
County,Eastland,1989,Percent,0.228
County,Eastland,1993,Percent,0.216
County,Eastland,1995,Percent,0.213
County,Eastland,1997,Percent,0.215
County,Eastland,1998,Percent,0.21
County,Eastland,1999,Percent,0.168
County,Eastland,2000,Percent,0.196
County,Eastland,2001,Percent,0.198
County,Eastland,2002,Percent,0.195
County,Eastland,2003,Percent,0.181
County,Eastland,2004,Percent,0.184
County,Eastland,2005,Percent,0.209
County,Eastland,2017,Percent,0.168
County,Eastland,2018,Percent,0.187
County,Eastland,2019,Percent,0.167
County,Eastland,2019,Number,2926
County,Eastland,2018,Number,3269
County,Eastland,2017,Number,2961
County,Eastland,2016,Number,3475
County,Eastland,2014,Number,3441
County,Eastland,2015,Number,3139
County,Eastland,2013,Number,3015
County,Eastland,2012,Number,3755
County,Eastland,2011,Number,3619
County,Eastland,2010,Number,3980
County,Eastland,2009,Number,3412
County,Eastland,2008,Number,3272
County,Eastland,2007,Number,3243
County,Eastland,2006,Number,3669
County,Eastland,1989,Number,3992
County,Eastland,1993,Number,3734
County,Eastland,1995,Number,3683
County,Eastland,1997,Number,3658
County,Eastland,1998,Number,3533
County,Eastland,1999,Number,2941
County,Eastland,2000,Number,3400
County,Eastland,2001,Number,3444
County,Eastland,2002,Number,3424
County,Eastland,2003,Number,3210
County,Eastland,2004,Number,3240
County,Eastland,2005,Number,3651
County,Eastland,2020,Number,2998
County,Eastland,2020,Percent,0.17
County,Eastland,2021,Number,3191
County,Eastland,2021,Percent,0.185
County,Eastland,2022,Number,2567
County,Eastland,2022,Percent,0.149
County,Ector,1989,Number,24092
County,Ector,1993,Number,27135
County,Ector,1995,Number,26889
County,Ector,1997,Number,23523
County,Ector,1998,Number,22916
County,Ector,1999,Number,22310
County,Ector,2000,Number,21940
County,Ector,2001,Number,21308
County,Ector,2002,Number,22304
County,Ector,2003,Number,23691
County,Ector,2004,Number,23795
County,Ector,2005,Number,24631
County,Ector,2006,Number,23020
County,Ector,2007,Number,19700
County,Ector,2008,Number,20036
County,Ector,2009,Number,22328
County,Ector,2010,Number,26466
County,Ector,2011,Number,21718
County,Ector,2012,Number,20576
County,Ector,2013,Number,22446
County,Ector,2015,Number,19796
County,Ector,2014,Number,19461
County,Ector,2016,Number,21548
County,Ector,2017,Number,20860
County,Ector,2018,Number,20485
County,Ector,2019,Number,19781
County,Ector,2019,Percent,0.121
County,Ector,2018,Percent,0.129
County,Ector,2017,Percent,0.135
County,Ector,1989,Percent,0.204
County,Ector,1993,Percent,0.219
County,Ector,1995,Percent,0.216
County,Ector,1997,Percent,0.187
County,Ector,1998,Percent,0.183
County,Ector,1999,Percent,0.187
County,Ector,2000,Percent,0.184
County,Ector,2001,Percent,0.177
County,Ector,2002,Percent,0.184
County,Ector,2003,Percent,0.193
County,Ector,2004,Percent,0.193
County,Ector,2005,Percent,0.2
County,Ector,2016,Percent,0.139
County,Ector,2014,Percent,0.128
County,Ector,2015,Percent,0.126
County,Ector,2013,Percent,0.153
County,Ector,2012,Percent,0.14488
County,Ector,2011,Percent,0.158
County,Ector,2010,Percent,0.196
County,Ector,2009,Percent,0.169
County,Ector,2008,Percent,0.155
County,Ector,2006,Percent,0.184
County,Ector,2007,Percent,0.155
County,Ector,2020,Number,22439
County,Ector,2020,Percent,0.136
County,Ector,2021,Number,26375
County,Ector,2021,Percent,0.166
County,Ector,2022,Number,25752
County,Ector,2022,Percent,0.162
County,Edwards,2007,Percent,0.248
County,Edwards,2006,Percent,0.266
County,Edwards,2008,Percent,0.222
County,Edwards,2009,Percent,0.25
County,Edwards,2010,Percent,0.253
County,Edwards,2011,Percent,0.236
County,Edwards,2012,Percent,0.22234
County,Edwards,2013,Percent,0.23
County,Edwards,2015,Percent,0.222
County,Edwards,2014,Percent,0.225
County,Edwards,2016,Percent,0.233
